id	title	description	category	inventoryHeight	inventoryWidth	image	customProperties
card_curse_eater_the_consumed_form	The Consumed Form	Until the start of your next turn, you manifest your accumulated absorption fully. All attack cards deal +RESONANCE bonus damage. All enemies within 20 meters take 5 + RESONANCE damage at the start of each of their turns. You are immune to all debuffs during this state — every attempt to apply a status to you adds 2 Loaded instead. Allies within 20 meters are cleansed of 1 debuff at the start of each of their turns. You do not stop. You have not stopped for years.	capstone				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:curse_eater"",""tier"":""3"",""cardType"":""Signature"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""20"",""startingHand"":""""}"
card_shell_dancer_controlled_discharge	Controlled Discharge	Deal 5 + EDGE damage. If you have 2+ Cascade, deal 8 + EDGE instead and push the target 3 meters.	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""1"",""cardType"":""Melee Attack"",""baseDamage"":""5"",""damageStat"":""EDGE"",""keywords"":""Knockback"",""unlockLevel"":""1"",""startingHand"":""true""}"
card_shell_dancer_cascade_sense	Cascade Sense	Passive. This card counts toward hand size and is never ""played."" While this card is in your hand: at the start of each of your turns, gain 1 Cascade if you took any damage since your last turn. Additionally, you cannot be surprised — you sense cascades in yourself and others before they manifest.	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""1"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Passive"",""unlockLevel"":""1"",""startingHand"":""true""}"
card_shell_dancer_shell_step	Shell Step	Enter Shell Step until the start of your next turn. You cannot be targeted by hostile cards or Basic Attacks this turn. You cannot play Attack cards this turn. Spend 2 Cascade to extend Shell Step by 1 additional turn.	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""1"",""cardType"":""Mobility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""1"",""startingHand"":""true""}"
card_shell_dancer_pain_into_power	Pain Into Power	Reaction. Triggered when you take damage from any source. Gain 2 Cascade. Apply Guard equal to your FRAME.	level_up				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""1"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Reaction|Guard"",""unlockLevel"":""2"",""startingHand"":""""}"
card_shell_dancer_cascade_strike	Cascade Strike	Deal 4 + EDGE damage + 2 per Cascade you currently have (max +10). Spend all Cascade after this card resolves — the energy discharges on impact.	level_up				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""1"",""cardType"":""Melee Attack"",""baseDamage"":""4"",""damageStat"":""EDGE"",""keywords"":""Scaling"",""unlockLevel"":""2"",""startingHand"":""""}"
card_shell_dancer_erratic_step	Erratic Step	Reposition up to your EDGE × 2 in meters. This movement does not trigger responses. If you move through an enemy's space during this movement, deal 3 + EDGE damage to them as you pass.	subclass				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""1"",""cardType"":""Mobility"",""baseDamage"":""3"",""damageStat"":""EDGE"",""keywords"":"""",""unlockLevel"":""3"",""startingHand"":""""}"
card_shell_dancer_overload_burst	Overload Burst	Deal 6 + FRAME damage. Gain 1 Cascade. If you are currently below half HP, deal 10 + FRAME instead.	subclass				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""1"",""cardType"":""Melee Attack"",""baseDamage"":""6"",""damageStat"":""FRAME"",""keywords"":"""",""unlockLevel"":""3"",""startingHand"":""""}"
card_shell_dancer_shell_counter	Shell Counter	Reaction. Triggered when a melee attack misses you. Immediately make a Basic Attack against the attacker (this does not cost your Basic Attack for the turn). Gain 1 Cascade.	subclass				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""1"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Reaction"",""unlockLevel"":""4"",""startingHand"":""""}"
card_shell_dancer_malfunction_spike	Malfunction Spike	Deal 5 + EDGE damage. Apply Overheat 1. If the target has cybernetic enhancements, apply Overheat 2 instead.	subclass				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""1"",""cardType"":""Melee Attack"",""baseDamage"":""5"",""damageStat"":""EDGE"",""keywords"":""Overheat"",""unlockLevel"":""4"",""startingHand"":""""}"
card_shell_dancer_cascade_chain	Cascade Chain	Reaction. Triggered when you take damage from an attack. Deal 4 + EDGE damage to the attacker immediately. Gain 1 Cascade.	power				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""1"",""cardType"":""Melee Attack"",""baseDamage"":""4"",""damageStat"":""EDGE"",""keywords"":""Reaction"",""unlockLevel"":""5"",""startingHand"":""""}"
card_shell_dancer_emergency_protocols	Emergency Protocols	Reaction. Triggered when you would be reduced to 0 HP. You are reduced to 1 HP instead. Deal 6 + FRAME damage to all enemies within 8 meters (enhancement discharge). Gain 3 Cascade.	power				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""1"",""cardType"":""Defense"",""baseDamage"":""6"",""damageStat"":""FRAME"",""keywords"":""Reaction"",""unlockLevel"":""5"",""startingHand"":""""}"
card_shell_dancer_tactical_failure	Tactical Failure	Deal 10 + FRAME damage to all enemies within 12 meters. You take 4 damage (cannot be reduced — the cascade burns you too). Gain 2 Cascade from the feedback.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""2"",""cardType"":""Melee Attack"",""baseDamage"":""10"",""damageStat"":""FRAME"",""keywords"":""Area"",""unlockLevel"":""6"",""startingHand"":""""}"
card_shell_dancer_shell_step_aggressive	Shell Step: Aggressive	Enter Shell Step. While in Shell Step from this card, you may play one Attack card (despite the normal restriction). When you exit Shell Step at the start of your next turn, your first Attack card that turn costs 0 AP — you strike from absence.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""2"",""cardType"":""Mobility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""6"",""startingHand"":""""}"
card_shell_dancer_synchronized_cascade	Synchronized Cascade	Select one enemy with cybernetic enhancements within 20 meters. Apply Overheat 2 and Stagger. Gain 2 Cascade — their cascade feeds yours.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""2"",""cardType"":""Control"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Overheat 2|Stagger"",""unlockLevel"":""7"",""startingHand"":""""}"
card_shell_dancer_dancing_on_the_edge	Dancing on the Edge	Deal 11 + EDGE damage. If you are below half HP, deal 16 + EDGE instead and apply Expose 1 to the target. If you are below 25% HP, deal 20 + EDGE and apply Expose 2.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""2"",""cardType"":""Melee Attack"",""baseDamage"":""11"",""damageStat"":""EDGE"",""keywords"":""Expose 2"",""unlockLevel"":""7"",""startingHand"":""""}"
card_shell_dancer_full_cascade_entry	Full Cascade: Entry	Spend 4 Cascade. Until the start of your next turn: all Attack cards deal +EDGE bonus damage; you gain Guard equal to your FRAME; and gaining Cascade heals you for 2 HP per stack gained. The failure states are all running hot and they are all yours.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""2"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard"",""unlockLevel"":""8"",""startingHand"":""""}"
card_shell_dancer_shell_step_vanishing	Shell Step: Vanishing	Enter Shell Step. Reposition anywhere within 30 meters (no responses triggered). While in Shell Step from this card, you gain Shield equal to your EDGE × 2. When you exit Shell Step, your next Attack card this turn deals +8 bonus damage — you reappeared exactly where you needed to be.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""2"",""cardType"":""Mobility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Teleport|Shield"",""unlockLevel"":""8"",""startingHand"":""""}"
card_shell_dancer_feedback_loop	Feedback Loop	Passive. While this card is in your hand: whenever you take damage from a melee attack, the attacker takes 3 + FRAME damage from cascade feedback. This cannot be prevented or redirected. It happens because the system bounces.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""2"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Passive"",""unlockLevel"":""9"",""startingHand"":""""}"
card_shell_dancer_controlled_catastrophe	Controlled Catastrophe	Deal 12 + FRAME damage to one target. Spend up to 3 Cascade: for each spent, deal 4 + EDGE damage to all other enemies within 8 meters (this is separate from the main hit). The cascade doesn't care about collateral.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""2"",""cardType"":""Melee Attack"",""baseDamage"":""12"",""damageStat"":""FRAME"",""keywords"":""Area"",""unlockLevel"":""9"",""startingHand"":""""}"
card_shell_dancer_shell_step_combat	Shell Step: Combat	Reaction. Triggered when you are targeted by a Tier 2 or Tier 3 hostile card. Enter Shell Step — the card misses entirely (you were not there). Gain 2 Cascade from the near-miss.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""2"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Reaction"",""unlockLevel"":""10"",""startingHand"":""""}"
card_shell_dancer_living_disaster	Living Disaster	Move up to your EDGE in meters (no responses). Make a melee attack for 13 + EDGE damage at any point during this movement. If you started this turn in Shell Step, deal 18 + EDGE instead — you arrived from nowhere.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""2"",""cardType"":""Melee Attack"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""10"",""startingHand"":""""}"
card_shell_dancer_broken_perfection	Broken Perfection	Until the start of your next turn: you cannot be Stunned or Frightened; all damage you take is reduced by your FRAME; every hit you take generates 2 Cascade instead of 1; and when your HP drops below 25%, immediately gain Guard equal to your FRAME × 2. The failure states have become the form.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""3"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard"",""unlockLevel"":""11"",""startingHand"":""""}"
card_shell_dancer_full_cascade_detonation	Full Cascade: Detonation	Spend all Cascade (minimum 3). Deal (10 + FRAME) damage to all enemies within 15 meters + (4 × Cascade spent) bonus damage split evenly across all targets (minimum 1 per target). After this card resolves, you gain Shield equal to total Cascade spent × 2. Every enhancement you have is running at failure state simultaneously for exactly one moment. That moment is this.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""3"",""cardType"":""Melee Attack"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Area|Scaling|Shield"",""unlockLevel"":""12"",""startingHand"":""""}"
card_shell_dancer_shell_step_through	Shell Step: Through	Enter Shell Step. Move freely through the combat space — up to 50 meters, through any space, including enemy spaces. You may exit Shell Step at any point during this movement as a free action; when you do, immediately deal 16 + EDGE damage to the nearest enemy. Gain 3 Cascade from the reentry impact. You moved through the space between presence and absence and came out the other side, and you came out swinging.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""3"",""cardType"":""Mobility"",""baseDamage"":""16"",""damageStat"":""EDGE"",""keywords"":"""",""unlockLevel"":""13"",""startingHand"":""""}"
card_shell_dancer_cascade_nova	Cascade Nova	Spend 5 Cascade. Deal 18 + EDGE damage to one target. Deal 10 + EDGE damage to all other enemies within 15 meters. Apply Stagger to all enemies hit. Gain Shield equal to your FRAME × 3.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:shell_dancer"",""tier"":""3"",""cardType"":""Melee Attack"",""baseDamage"":""18"",""damageStat"":""EDGE"",""keywords"":""Area|Stagger|Shield"",""unlockLevel"":""14"",""startingHand"":""""}"
