Name	Size	Type	Subtype	Alignment	Armor Class	Initiative	Hit Points	Hit Dice	Speed	Fly	Strength	Strength Saving Throw	Dexterity	Dexterity Saving Throw	Constitution	Constitution Saving Throw	Intelligence	Intelligence Saving Throw	Wisdom	Wisdom Saving Throw	Charisma	Charisma Saving Throw	Resistances	Immunities	Passive Perception	Darkvision	Languages	Challenge Rating	Description	Image
Water Elemental	Large	Elemental		Neutral	14	2	114	12d10 + 48	30	0	18	4	14	2	18	4	5	-3	10	0	8	-1	Acid, Fire, Petrified, Poisoned, Prone, Restrained, Unconscious	Poison, Exhaustion, Grappled, Paralyzed	10	60	Primordial (Aquan)	5	# Traits\n**Freeze**\nIf the elemental takes Cold damage, its Speed\n\n**Water Form**\nThe elemental can enter an enemy’s space\n\n**and stop there**\nIt can move through a space as narrow\n\n# Actions\n**Multiattack**\nThe elemental makes two Slam attacks.\n\n**Slam**\nMelee Attack Roll: +7, reach 5 ft. Hit: 13 (2d8\n+ 4) Bludgeoning damage. If the target is a Medium or\nsmaller creature, it has the Prone condition.\nWhelm (Recharge 4–6). Strength Saving Throw: DC 15,\n\n**each creature in the elemental’s space**\nFailure: 22 (4d8\n+ 4) Bludgeoning damage. If the target is a Large or\nsmaller creature, it has the Grappled condition (escape\nDC 14). Until the grapple ends, the target has the Re-\nstrained condition, is suffocating unless it can breathe\nwater, and takes 9 (2d8) Bludgeoning damage at the\n\n**start of each of the elemental’s turns**\nThe elemental\ncan grapple one Large creature or up to two Medium\n\n**or smaller creatures at a time with Whelm**\nAs an ac-\ntion, a creature within 5 feet of the elemental can pull\na creature out of it by succeeding on a DC 14 Strength\n(Athletics) check. Success: Half damage only.	
Werebear	Medium, Small	Monstrosity	Lycanthrope	Neutral Good	15	3	135	18d8 + 54	30	0	19	4	10	0	17	3	11	0	12	1	12	1			17	60	Common (can’t speak in bear form)	5	# Actions\n**Multiattack**\nThe werebear makes two attacks, using\n\n**Handaxe or Rend in any combination**\nIt can replace\n\n**one attack with a Bite attack**\nBite (Bear or Hybrid Form Only). Melee Attack Roll:\n+7, reach 5 ft. Hit: 17 (2d12 + 4) Piercing damage. If\nthe target is a Humanoid, it is subjected to the follow-\n\n**ing effect**\nConstitution Saving Throw: DC 14. Failure:\n\n**The target is cursed**\nIf the cursed target drops to 0 Hit\nPoints, it instead becomes a Werebear under the GM’s control and has 10 Hit Points. Success: The target is im-\n\n**mune to this werebear’s curse for 24 hours**\nHandaxe (Humanoid or Hybrid Form Only). Melee\nor Ranged Attack Roll: +7, reach 5 ft or range 20/60 ft.\nHit: 14 (3d6 + 4) Slashing damage.\nRend (Bear or Hybrid Form Only). Melee Attack Roll:\n+7, reach 5 ft. Hit: 13 (2d8 + 4) Slashing damage.\n\n# Bonus Actions\n**Shape-Shift**\nThe werebear shape-shifts into a Large\nbear-humanoid hybrid form or a Large bear, or it re-\n\n**turns to its true humanoid form**\nIts game statistics,\nother than its size, are the same in each form. Any	
Wereboar	Medium, Small	Monstrosity	Lycanthrope	Neutral Evil	15	2	97	15d8 + 30	30	0	17	3	10	0	15	2	10	0	11	0	8	-1			12	0	Common (can’t speak in boar form)	4	# Actions\n**Multiattack**\nThe wereboar makes two attacks, using\n\n**Javelin or Tusk in any combination**\nIt can replace one\n\n**attack with a Gore attack**\nGore (Boar or Hybrid Form Only). Melee Attack Roll:\n+5, reach 5 ft. Hit: 12 (2d8 + 3) Piercing damage. If\nthe target is a Humanoid, it is subjected to the follow-\n\n**ing effect**\nConstitution Saving Throw: DC 12. Failure:\n\n**The target is cursed**\nIf the cursed target drops to 0 Hit\nPoints, it instead becomes a Wereboar under the GM’s\n\n**control and has 10 Hit Points**\nSuccess: The target is im-\n\n**mune to this wereboar’s curse for 24 hours**\nJavelin (Humanoid or Hybrid Form Only). Melee or\nRanged Attack Roll: +5, reach 5 ft. or range 30/120 ft.\nHit: 13 (3d6 + 3) Piercing damage.\nTusk (Boar or Hybrid Form Only). Melee Attack Roll:\n+5, reach 5 ft. Hit: 10 (2d6 + 3) Piercing damage. If the\ntarget is a Medium or smaller creature and the were-\nboar moved 20+ feet straight toward it immediately\nbefore the hit, the target takes an extra 7 (2d6) Piercing\n\n# Bonus Actions\n**Shape-Shift**\nThe wereboar shape-shifts into a Medium\nboar-humanoid hybrid or a Small boar, or it returns to\n\n**its true humanoid form**\nIts game statistics, other than\nits size, are the same in each form. Any equipment it is	
Wererat	Medium, Small	Monstrosity	Lycanthrope	Lawful Evil	13	3	60	11d8 + 11	30	0	10	0	16	3	12	1	11	0	10	0	8	-1			14	60	Common (can’t speak in rat form)	2	# Actions\n**Multiattack**\nThe wererat makes two attacks, using\n\n**Scratch or Hand Crossbow in any combination**\nIt can\n\n**replace one attack with a Bite attack**\nBite (Rat or Hybrid Form Only). Melee Attack Roll:\n+5, reach 5 ft. Hit: 8 (2d4 + 3) Piercing damage. If the\ntarget is a Humanoid, it is subjected to the following\n\n**effect**\nConstitution Saving Throw: DC 11. Failure: The\n\n**target is cursed**\nIf the cursed target drops to 0 Hit\nPoints, it instead becomes a Wererat under the GM’s\n\n**control and has 10 Hit Points**\nSuccess: The target is im-\n\n**Scratch**\nMelee Attack Roll: +5, reach 5 ft. Hit: 6 (1d6\n+ 3) Slashing damage.\nHand Crossbow (Humanoid or Hybrid Form Only).\nRanged Attack Roll: +5, range 30/120 ft. Hit: 6 (1d6\n+ 3) Piercing damage.\n\n# Bonus Actions\n**Shape-Shift**\nThe wererat shape-shifts into a Medium\nrat-humanoid hybrid or a Small rat, or it returns to its\n\n**true humanoid form**\nIts game statistics, other than its\nsize, are the same in each form. Any equipment it is\n\n**wearing or carrying isn’t transformed**\nWeretiger	
Weretiger	Medium, Small	Monstrosity	Lycanthrope	Neutral	12	2	120	16d8 + 48	30	0	17	3	15	2	16	3	10	0	13	1	11	0			15	60	Common (can’t speak in tiger form)	4	# Actions\n**Multiattack**\nThe weretiger makes two attacks, using\n\n**Scratch or Longbow in any combination**\nIt can replace\n\n**one attack with a Bite attack**\nBite (Tiger or Hybrid Form Only). Melee Attack Roll:\n+5, reach 5 ft. Hit: 12 (2d8 + 3) Piercing damage. If\nthe target is a Humanoid, it is subjected to the follow-\n\n**ing effect**\nConstitution Saving Throw: DC 13. Failure:\n\n**The target is cursed**\nIf the cursed target drops to 0 Hit\nPoints, it instead becomes a Weretiger under the GM’s\n\n**control and has 10 Hit Points**\nSuccess: The target is im-\n\n**Scratch**\nMelee Attack Roll: +5, reach 5 ft. Hit: 10 (2d6\n+ 3) Slashing damage.\nLongbow (Humanoid or Hybrid Form Only). Ranged\nAttack Roll: +4, range 150/600 ft. Hit: 11 (2d8 + 2)\n\n# Bonus Actions\nProwl (Tiger or Hybrid Form Only). The weretiger\nmoves up to its Speed without provoking Opportunity\n**Attacks**\nAt the end of this movement, the weretiger can\n\n**Shape-Shift**\nThe weretiger shape-shifts into a Large\ntiger-humanoid hybrid or a Large tiger, or it returns to\n\n**its true humanoid form**\nIts game statistics, other than\nits size, are the same in each form. Any equipment it is	
Werewolf	Medium, Small	Monstrosity	Lycanthrope	Chaotic Evil	15	4	71	11d8 + 22	30	0	16	3	14	2	14	2	10	0	11	0	10	0			14	60	Common (can’t speak in wolf form)	3	# Traits\n**Pack Tactics**\nThe werewolf has Advantage on an attack\nroll against a creature if at least one of the werewolf’s\nallies is within 5 feet of the creature and the ally doesn’t\n\n# Actions\n**Multiattack**\nThe werewolf makes two attacks, using\n\n**Scratch or Longbow in any combination**\nIt can replace\n\n**one attack with a Bite attack**\nBite (Wolf or Hybrid Form Only). Melee Attack Roll:\n+5, reach 5 ft. Hit: 12 (2d8 + 3) Piercing damage. If\nthe target is a Humanoid, it is subjected to the follow-\n\n**ing effect**\nConstitution Saving Throw: DC 12. Failure:\n\n**The target is cursed**\nIf the cursed target drops to 0 Hit\nPoints, it instead becomes a Werewolf under the GM’s\n\n**control and has 10 Hit Points**\nSuccess: The target is im-\n\n**Scratch**\nMelee Attack Roll: +5, reach 5 ft. Hit: 10 (2d6\n+ 3) Slashing damage.\nLongbow (Humanoid or Hybrid Form Only). Ranged\nAttack Roll: +4, range 150/600 ft. Hit: 11 (2d8 + 2)\n\n# Bonus Actions\n**Shape-Shift**\nThe werewolf shape-shifts into a Large\nwolf-humanoid hybrid or a Medium wolf, or it returns\n\n**to its true humanoid form**\nIts game statistics, other than\nits size, are the same in each form. Any equipment it is	
White Dragon Wyrmling	Medium	Dragon	Chromatic	Chaotic Evil	16	2	32	5d8 + 10	30	60	14	2	10	2	14	2	5	-3	10	2	11	0		Cold	14	60	Draconic	2	# Traits\n**Ice Walk**\nThe dragon can move across and climb icy\n\n**surfaces without needing to make an ability check**\ndditionally, ifficult Terrain composed of ice or sno\n\n# Actions\n**Multiattack**\nThe dragon makes two Rend attacks.\n\n**Rend**\nMelee Attack Roll: +4, reach 5 ft. Hit: 6 (1d8 + 2)\nSlashing damage plus 2 (1d4) Cold damage.\nCold Breath (Recharge 5–6). Constitution Saving\nThrow: DC 12, each creature in a 15-foot Cone. Failure:\n22 (5d8) Cold damage. Success: Half damage.	
Wight	Medium	Undead		Neutral Evil	14	4	82	11d8 + 33	30	0	15	2	14	2	16	3	10	0	13	1	15	2	Necrotic	Poison, Exhaustion, Poisoned	13	60	Common plus one other language	3	# Traits\n**Sunlight Sensitivity**\nWhile in sunlight, the wight has\n\n# Actions\n**Multiattack**\nThe wight makes two attacks, using Ne-\n\n**crotic Sword or Necrotic Bow in any combination**\nIt\n\n**Necrotic Sword**\nMelee Attack Roll: +4, reach 5 ft.\nHit: 6 (1d8 + 2) Slashing damage plus 4 (1d8) Ne-\n\n**Necrotic Bow**\nRanged Attack Roll: +4, range\n150/600 ft. Hit: 6 (1d8 + 2) Piercing damage plus 4\n(1d8) Necrotic damage.\n\n**Life Drain**\nConstitution Saving Throw: DC 13, one\n\n**creature within 5 feet**\nFailure: 6 (1d8 + 2) Necrotic\ndamage, and the target’s Hit Point maximum decreases\n\n**by an amount equal to the damage taken**\nA Humanoid slain by this attack rises 24 hours later\nas a Zombie under the wight’s control, unless the Hu-\n\n**manoid is restored to life or its body is destroyed**\nThe\nwight can have no more than twelve zombies under its	
Will-o’-Wisp	Tiny	Undead		Chaotic Evil	19	9	27	11d4	5	50	1	-5	28	9	10	0	13	1	14	2	11	0	Acid, Bludgeoning, Cold, Fire, Necrotic, Piercing, Slashing, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious	Lightning, Poison, Exhaustion, Grappled	12	120	Common plus one other language	2	# Traits\n**Ephemeral**\nThe wisp can’t wear or carry anything.\n\n**Illumination**\nThe wisp sheds Bright Light in a 20-foot\n\n**Incorporeal Movement**\nThe wisp can move through\nother creatures and obects as if they ere ifficult\n\n**Terrain**\nIt takes 5 (1d10) Force damage if it ends its turn\n\n# Actions\n**Shock**\nMelee Attack Roll: +4, reach 5 ft. Hit: 11 (2d8\n+ 2) Lightning damage.\n\n# Bonus Actions\n**Consume Life**\nConstitution Saving Throw: DC 10, one\nliving creature the wisp can see within 5 feet that has 0\n\n**Hit Points**\nFailure: The target dies, and the wisp regains\n10 (3d6) Hit Points.\n\n**Vanish**\nThe wisp and its light have the Invisible condi-\ntion until the wisp’s Concentration ends on this effect,\nwhich ends early immediately after the wisp makes an	
Winter Wolf	Large	Monstrosity		Neutral Evil	13	1	75	10d10 + 20	50	0	18	4	13	1	14	2	7	-2	12	1	8	-1		Cold	15	0	Common, Giant	3	# Traits\n**Pack Tactics**\nThe wolf has Advantage on an attack roll\nagainst a creature if at least one of the wolf’s allies is\nwithin 5 feet of the creature and the ally doesn’t have\n\n# Actions\n**Bite**\nMelee Attack Roll: +6, reach 5 ft. Hit: 11 (2d6 + 4)\n\n**Piercing damage**\nIf the target is a Large or smaller crea-\nture, it has the Prone condition.\nCold Breath (Recharge 5–6). Constitution Saving\nThrow: DC 12, each creature in a 15-foot Cone. Failure:\n18 (4d8) Cold damage. Success: Half damage.	
Worg	Large	Fey		Neutral Evil	13	1	26	4d10 + 4	50	0	16	3	13	1	13	1	7	-2	11	0	8	-1			14	60	Goblin, Worg	1/2	# Actions\n**Bite**\nMelee Attack Roll: +5, reach 5 ft. Hit: 7 (1d8 + 3)\nPiercing damage, and the next attack roll made against\nthe target before the start of the worg’s next turn has	
Wraith	Medium, Small	Undead		Neutral Evil	13	3	67	9d8 + 27	5	60	6	-2	16	3	16	3	12	1	14	2	15	2	Acid, Bludgeoning, Cold, Fire, Piercing, Slashing, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious	Necrotic, Poison, Charmed, Exhaustion	12	60	Common plus two other languages	5	# Actions\n**Life Drain**\nMelee Attack Roll: +6, reach 5 ft. Hit: 21\n(4d8 + 3) Necrotic damage. If the target is a creature, its\nHit Point maximum decreases by an amount equal to\n\n**Create Specter**\nThe wraith targets a Humanoid corpse\nwithin 10 feet of itself that has been dead for no longer\n\n**than 1 minute**\nThe target’s spirit rises as a Specter in\nthe space of its corpse or in the nearest unoccupied\n\n**space**\nThe specter is under the wraith’s control. The\nwraith can have no more than seven specters under its	
Wyvern	Large	Dragon		Unaligned	14	0	127	15d10 + 45	30	80	19	4	10	0	16	3	5	-3	12	1	6	-2			14	120	None	6	# Actions\n**Multiattack**\nThe wyvern makes one Bite attack and\n\n**Bite**\nMelee Attack Roll: +7, reach 5 ft. Hit: 13 (2d8 + 4)\n\n**Sting**\nMelee Attack Roll: +7, reach 10 ft. Hit: 11 (2d6\n+ 4) Piercing damage plus 24 (7d6) Poison damage, and\nthe target has the Poisoned condition until the start of	
Xorn	Medium	Elemental		Neutral	19	0	84	8d8 + 48	20	0	17	3	10	0	22	6	11	0	10	0	11	0		Poison, Paralyzed, Petrified, Poisoned 	16	60	Primordial (Terran)	5	# Traits\n**Earth Glide**\nThe xorn can burrow through nonmagical,\n\n**unworked earth and stone**\nWhile doing so, the xorn\n\n**Treasure Sense**\nThe xorn can pinpoint the location of\n\n# Actions\n**Multiattack**\nThe xorn makes one Bite attack and three\n\n**Bite**\nMelee Attack Roll: +6, reach 5 ft. Hit: 17 (4d6 + 3)\n\n**Claw**\nMelee Attack Roll: +6, reach 5 ft. Hit: 8 (1d10 +\n3) Slashing damage.\n\n# Bonus Actions\n**Charge**\nThe xorn moves up to its Speed or Burrow	
Young Black Dragon	Large	Dragon	Chromatic	Chaotic Evil	18	5	127	15d10 + 45	40	80	19	4	14	5	17	3	12	1	11	3	15	2		Acid	16	120	Common, Draconic	7	# Traits\n**Amphibious**\nThe dragon can breathe air and water.\n\n# Actions\n**Multiattack**\nThe dragon makes three Rend attacks.\n\n**Rend**\nMelee Attack Roll: +7, reach 10 ft. Hit: 9 (2d4\n+ 4) Slashing damage plus 3 (1d6) Acid damage.\nAcid Breath (Recharge 5–6). Dexterity Saving Throw:\nDC 14, each creature in a 30-foot-long, 5-foot-\n\n**wide Line**\nFailure: 49 (14d6) Acid damage. Success:	
Young Blue Dragon	Large	Dragon	Chromatic	Lawful Evil	18	4	152	16d10 + 64	40	80	21	5	10	4	19	4	14	2	13	5	17	3		Lightning	19	120	Common, Draconic	9	# Actions\n**Multiattack**\nThe dragon makes three Rend attacks.\n\n**Rend**\nMelee Attack Roll: +9, reach 10 ft. Hit: 12 (2d6\n+ 5) Slashing damage plus 5 (1d10) Lightning damage.\nLightning Breath (Recharge 5–6). Dexterity Saving\nThrow: DC 16, each creature in a 60-foot-long, 5-foot-\n\n**wide Line**\nFailure: 55 (10d10) Lightning damage. Suc-\ncess: Half damage.	
Young Brass Dragon	Large	Dragon	Metallic	Chaotic Good	17	3	110	13d10 + 39	40	80	19	4	10	3	17	3	12	1	11	3	15	2		Fire	16	120	Common, Draconic	6	# Actions\n**Multiattack**\nThe dragon makes three Rend attacks. It	
Young Bronze Dragon	Large	Dragon	Metallic	Lawful Good	17	3	142	15d10 + 60	40	80	21	5	10	3	19	4	14	2	13	4	17	3		Lightning	17	120	Common, Draconic	8	# Traits\n**Amphibious**\nThe dragon can breathe air and water.\n\n# Actions\n**Multiattack**\nThe dragon makes three Rend attacks. It\n\n**Rend**\nMelee Attack Roll: +8, reach 10 ft. Hit: 16 (2d10\n+ 5) Slashing damage.\nLightning Breath (Recharge 5–6) . Dexterity Saving\nThrow: DC 15, each creature in a 60-foot-long, 5-foot-\n\n**wide Line**\nFailure: 49 (9d10) Lightning damage. Suc-\ncess: Half damage.\n\n**Repulsion Breath**\nStrength Saving Throw: DC 15, each\n\n**creature in a 30-foot Cone**\nFailure: The target is pushed\nup to 40 feet straight away from the dragon and has the	
Young Copper Dragon	Large	Dragon	Metallic	Chaotic Good	17	4	119	14d10 + 42	40	80	19	4	12	4	17	3	16	3	13	4	15	2		Acid	17	120	Common, Draconic	7	# Actions\n**Multiattack**\nThe dragon makes three Rend attacks. It\n\n**Rend**\nMelee Attack Roll: +7, reach 10 ft. Hit: 15 (2d10\n+ 4) Slashing damage.\nAcid Breath (Recharge 5–6). Dexterity Saving Throw:\nDC 14, each creature in a 40-foot-long, 5-foot-\n\n**wide Line**\nFailure: 40 (9d8) Acid damage. Success:\n\n**Slowing Breath**\nConstitution Saving Throw: DC 14,\n\n**each creature in a 30-foot Cone**\nFailure: The target\ncan’t take Reactions; its Speed is halved; and it can take\neither an action or a Bonus Action on its turn, not both.	
Young Gold Dragon	Large	Dragon	Metallic	Lawful Good	18	6	178	17d10 + 85	40	80	23	6	14	6	21	5	16	3	13	5	20	5		Fire	19	120	Common, Draconic	10	# Traits\n**Amphibious**\nThe dragon can breathe air and water.\n\n# Actions\n**Multiattack**\nThe dragon makes three Rend attacks. It\n\n**Rend**\nMelee Attack Roll: +10, reach 10 ft. Hit: 17 (2d10\n+ 6) Slashing damage.\nFire Breath (Recharge 5–6) . Dexterity Saving Throw:\nDC 17, each creature in a 30-foot Cone. Failure: 55\n(10d10) Fire damage. Success: Half damage.\n\n**Weakening Breath**\nStrength Saving Throw: DC 17,\neach creature that isn’t currently affected by this breath\n\n**in a 30-foot Cone**\nFailure: The target has Disadvantage\non Strength-based D20 Tests and subtracts 3 (1d6) from\n\n**its damage rolls**\nIt repeats the save at the end of each\nof its turns, ending the effect on itself on a success. Af-\nter 1 minute, it succeeds automatically.	
Young Green Dragon	Large	Dragon	Chromatic	Lawful Evil	18	4	136	16d10 + 48	40	80	19	4	12	4	17	3	16	3	13	4	15	2		Poison, Poisoned	17	120	Common, Draconic	8	# Traits\n**Amphibious**\nThe dragon can breathe air and water. Actions\n\n**Multiattack**\nThe dragon makes three Rend attacks.\n\n**Rend**\nMelee Attack Roll: +7, reach 10 ft. Hit: 11 (2d6\n+ 4) Slashing damage plus 7 (2d6) Poison damage.\nPoison Breath (Recharge 5–6). Constitution Saving\nThrow: DC 14, each creature in a 30-foot Cone. Failure:\n42 (12d6) Poison damage. Success: Half damage.	
Young Red Dragon	Large	Dragon	Chromatic	Chaotic Evil	18	4	178	17d10 + 85	40	80	23	6	10	4	21	5	14	2	11	4	19	4		Fire	18	120	Common, Draconic	10	# Actions\n**Multiattack**\nThe dragon makes three Rend attacks.\n\n**Rend**\nMelee Attack Roll: +10, reach 10 ft. Hit: 13 (2d6\n+ 6) Slashing damage plus 3 (1d6) Fire damage.\nFire Breath (Recharge 5–6). Dexterity Saving Throw:\nDC 17, each creature in a 30-foot Cone. Failure: 56\n(16d6) Fire damage. Success: Half damage.	
